

-------------
  Separator
-------------

2025-05-06 14:56:04: [Main]: World 'world' not available. Available worlds:
2025-05-06 14:56:04: [Main]: 	worldA		/Users/asze01/Documents/GitHub/RLFinalProject/ash/minetest-run-9c529dd0-8f00-4ecf-9059-1c64480d7de4/bin/../worlds/world
2025-05-06 14:56:04: [Main]: Automatically selecting world at [/Users/asze01/Documents/GitHub/RLFinalProject/ash/minetest-run-9c529dd0-8f00-4ecf-9059-1c64480d7de4/bin/../worlds/world]
2025-05-06 14:56:04: [Main]: Using game specified by --gameid on the command line
2025-05-06 14:56:05: ACTION[ServerStart]: World at [/Users/asze01/Documents/GitHub/RLFinalProject/ash/minetest-run-9c529dd0-8f00-4ecf-9059-1c64480d7de4/bin/../worlds/world]
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:18: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:19: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:20: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:21: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:22: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:23: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:24: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:56:25: ACTION[Server]: [SustainedDig] Digging detected
