2025-05-06 14:51:59: [Main]: World 'world' not available. Available worlds:
2025-05-06 14:51:59: [Main]: 	worldA		/Users/asze01/Documents/GitHub/RLFinalProject/ash/minetest-run-9c7b4c0f-5869-4840-b0dc-87807c477898/bin/../worlds/world
2025-05-06 14:51:59: [Main]: Automatically selecting world at [/Users/asze01/Documents/GitHub/RLFinalProject/ash/minetest-run-9c7b4c0f-5869-4840-b0dc-87807c477898/bin/../worlds/world]
2025-05-06 14:51:59: [Main]: Using game specified by --gameid on the command line
         __.               __.                 __.  
  _____ |__| ____   _____ /  |_  _____  _____ /  |_ 
 /     \|  |/    \ /  __ \    _\/  __ \/   __>    _\
|  Y Y  \  |   |  \   ___/|  | |   ___/\___  \|  |  
|__|_|  /  |___|  /\______>  |  \______>_____/|  |  
      \/ \/     \/         \/                  \/   
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:09: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:10: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:11: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: WARNING[Server]: active block modifiers took 2ms (processed 78 of 93 active blocks)
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:12: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:13: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:14: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:15: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
2025-05-06 14:52:16: ACTION[Server]: [SustainedDig] Digging detected
